timestamp,worker_id,zone_id,event_type
2026-07-02T10:47:23.855595,W-242,Z-2,ENTRY
2026-07-02T10:47:23.855595,W-144,Z-9,ENTRY
2026-07-02T10:47:23.855595,W-158,Z-4,ENTRY
2026-07-02T10:47:23.855595,W-136,Z-5,ENTRY
2026-07-02T10:47:23.855595,W-73,Z-8,ENTRY
2026-07-02T11:12:23.855595,W-193,Z-7,ENTRY
2026-07-02T11:12:23.855595,W-111,Z-7,ENTRY
2026-07-02T11:12:23.855595,W-64,Z-5,ENTRY
2026-07-02T11:12:23.855595,W-226,Z-3,ENTRY
2026-07-02T11:12:23.855595,W-190,Z-1,ENTRY
2026-07-02T11:37:23.855595,W-77,Z-9,ENTRY
2026-07-02T11:37:23.855595,W-180,Z-2,ENTRY
2026-07-02T11:37:23.855595,W-48,Z-5,ENTRY
2026-07-02T11:37:23.855595,W-48,Z-7,ENTRY
2026-07-02T11:37:23.855595,W-112,Z-5,ENTRY
2026-07-02T11:37:23.855595,W-124,Z-5,ENTRY
2026-07-02T11:37:23.855595,W-39,Z-7,ENTRY
2026-07-02T11:37:23.855595,W-79,Z-5,ENTRY
2026-07-02T12:02:23.855595,W-66,Z-8,ENTRY
2026-07-02T12:02:23.855595,W-166,Z-9,ENTRY
2026-07-02T12:02:23.855595,W-50,Z-3,ENTRY
2026-07-02T12:02:23.855595,W-195,Z-8,ENTRY
2026-07-02T12:02:23.855595,W-154,Z-7,ENTRY
2026-07-02T12:27:23.855595,W-153,Z-6,ENTRY
2026-07-02T12:27:23.855595,W-133,Z-2,ENTRY
2026-07-02T12:27:23.855595,W-175,Z-9,ENTRY
2026-07-02T12:27:23.855595,W-122,Z-8,ENTRY
2026-07-02T12:27:23.855595,W-212,Z-5,ENTRY
2026-07-02T12:27:23.855595,W-70,Z-10,ENTRY
2026-07-02T12:27:23.855595,W-146,Z-3,ENTRY
2026-07-02T12:27:23.855595,W-80,Z-7,ENTRY
2026-07-02T12:27:23.855595,W-135,Z-8,ENTRY
2026-07-02T12:27:23.855595,W-170,Z-2,ENTRY
2026-07-02T12:52:23.855595,W-239,Z-5,ENTRY
2026-07-02T12:52:23.855595,W-99,Z-10,ENTRY
2026-07-02T12:52:23.855595,W-56,Z-10,ENTRY
2026-07-02T12:52:23.855595,W-158,Z-6,ENTRY
2026-07-02T12:52:23.855595,W-64,Z-2,ENTRY
2026-07-02T12:52:23.855595,W-208,Z-6,ENTRY
2026-07-02T12:52:23.855595,W-85,Z-7,ENTRY
2026-07-02T12:52:23.855595,W-104,Z-5,ENTRY
2026-07-02T12:52:23.855595,W-168,Z-3,ENTRY
2026-07-02T13:17:23.855595,W-158,Z-5,ENTRY
2026-07-02T13:17:23.855595,W-3,Z-3,ENTRY
2026-07-02T13:17:23.855595,W-161,Z-7,ENTRY
2026-07-02T13:17:23.855595,W-203,Z-10,ENTRY
2026-07-02T13:17:23.855595,W-195,Z-1,ENTRY
2026-07-02T13:17:23.855595,W-217,Z-9,ENTRY
2026-07-02T13:17:23.855595,W-207,Z-7,ENTRY
2026-07-02T13:42:23.855595,W-197,Z-10,ENTRY
2026-07-02T13:42:23.855595,W-100,Z-7,ENTRY
2026-07-02T13:42:23.855595,W-108,Z-9,ENTRY
2026-07-02T13:42:23.855595,W-17,Z-2,ENTRY
2026-07-02T13:42:23.855595,W-170,Z-9,ENTRY
2026-07-02T13:42:23.855595,W-47,Z-3,ENTRY
2026-07-02T13:42:23.855595,W-63,Z-3,ENTRY
2026-07-02T13:42:23.855595,W-69,Z-7,ENTRY
2026-07-02T14:07:23.855595,W-36,Z-3,ENTRY
2026-07-02T14:07:23.855595,W-232,Z-1,ENTRY
2026-07-02T14:07:23.855595,W-58,Z-8,ENTRY
2026-07-02T14:07:23.855595,W-54,Z-4,ENTRY
2026-07-02T14:07:23.855595,W-125,Z-9,ENTRY
2026-07-02T14:07:23.855595,W-199,Z-5,ENTRY
2026-07-02T14:07:23.855595,W-14,Z-7,ENTRY
2026-07-02T14:07:23.855595,W-173,Z-2,ENTRY
2026-07-02T14:07:23.855595,W-53,Z-9,ENTRY
2026-07-02T14:07:23.855595,W-106,Z-8,ENTRY
2026-07-02T14:07:23.855595,W-236,Z-5,ENTRY
2026-07-02T14:07:23.855595,W-181,Z-9,ENTRY
2026-07-02T14:32:23.855595,W-127,Z-9,ENTRY
2026-07-02T14:32:23.855595,W-63,Z-1,ENTRY
2026-07-02T14:32:23.855595,W-238,Z-5,ENTRY
2026-07-02T14:32:23.855595,W-202,Z-6,ENTRY
2026-07-02T14:32:23.855595,W-99,Z-6,ENTRY
2026-07-02T14:32:23.855595,W-173,Z-8,ENTRY
2026-07-02T14:32:23.855595,W-170,Z-7,ENTRY
2026-07-02T14:32:23.855595,W-167,Z-6,ENTRY
2026-07-02T14:32:23.855595,W-212,Z-8,ENTRY
2026-07-02T14:57:23.855595,W-144,Z-1,ENTRY
2026-07-02T14:57:23.855595,W-14,Z-6,ENTRY
2026-07-02T14:57:23.855595,W-87,Z-2,ENTRY
2026-07-02T14:57:23.855595,W-235,Z-7,ENTRY
2026-07-02T14:57:23.855595,W-164,Z-8,ENTRY
2026-07-02T14:57:23.855595,W-167,Z-7,ENTRY
2026-07-02T14:57:23.855595,W-67,Z-5,ENTRY
2026-07-02T14:57:23.855595,W-68,Z-4,ENTRY
2026-07-02T14:57:23.855595,W-248,Z-7,ENTRY
2026-07-02T15:22:23.855595,W-43,Z-8,ENTRY
2026-07-02T15:22:23.855595,W-10,Z-6,ENTRY
2026-07-02T15:22:23.855595,W-106,Z-2,ENTRY
2026-07-02T15:22:23.855595,W-66,Z-7,ENTRY
2026-07-02T15:22:23.855595,W-91,Z-4,ENTRY
2026-07-02T15:22:23.855595,W-226,Z-5,ENTRY
2026-07-02T15:22:23.855595,W-46,Z-1,ENTRY
2026-07-02T15:47:23.855595,W-75,Z-3,ENTRY
2026-07-02T15:47:23.855595,W-23,Z-9,ENTRY
2026-07-02T15:47:23.855595,W-111,Z-8,ENTRY
2026-07-02T15:47:23.855595,W-65,Z-8,ENTRY
2026-07-02T15:47:23.855595,W-184,Z-2,ENTRY
2026-07-02T16:12:23.855595,W-36,Z-1,ENTRY
2026-07-02T16:12:23.855595,W-64,Z-6,ENTRY
2026-07-02T16:12:23.855595,W-22,Z-10,ENTRY
2026-07-02T16:12:23.855595,W-249,Z-9,ENTRY
2026-07-02T16:12:23.855595,W-89,Z-1,ENTRY
2026-07-02T16:12:23.855595,W-206,Z-6,ENTRY
2026-07-02T16:12:23.855595,W-105,Z-6,ENTRY
2026-07-02T16:12:23.855595,W-161,Z-2,ENTRY
2026-07-02T16:12:23.855595,W-61,Z-4,ENTRY
2026-07-02T16:37:23.855595,W-226,Z-9,ENTRY
2026-07-02T16:37:23.855595,W-82,Z-1,ENTRY
2026-07-02T16:37:23.855595,W-140,Z-2,ENTRY
2026-07-02T16:37:23.855595,W-161,Z-5,ENTRY
2026-07-02T16:37:23.855595,W-49,Z-3,ENTRY
2026-07-02T16:37:23.855595,W-214,Z-3,ENTRY
2026-07-02T16:37:23.855595,W-182,Z-10,ENTRY
2026-07-02T16:37:23.855595,W-129,Z-8,ENTRY
2026-07-02T16:37:23.855595,W-231,Z-7,ENTRY
2026-07-02T16:37:23.855595,W-106,Z-4,ENTRY
2026-07-02T17:02:23.855595,W-219,Z-8,ENTRY
2026-07-02T17:02:23.855595,W-172,Z-10,ENTRY
2026-07-02T17:02:23.855595,W-178,Z-1,ENTRY
2026-07-02T17:02:23.855595,W-200,Z-5,ENTRY
2026-07-02T17:02:23.855595,W-25,Z-1,ENTRY
2026-07-02T17:27:23.855595,W-11,Z-9,ENTRY
2026-07-02T17:27:23.855595,W-158,Z-2,ENTRY
2026-07-02T17:27:23.855595,W-189,Z-8,ENTRY
2026-07-02T17:27:23.855595,W-12,Z-1,ENTRY
2026-07-02T17:27:23.855595,W-94,Z-3,ENTRY
2026-07-02T17:27:23.855595,W-33,Z-10,ENTRY
2026-07-02T17:27:23.855595,W-21,Z-9,ENTRY
2026-07-02T17:27:23.855595,W-69,Z-6,ENTRY
2026-07-02T17:27:23.855595,W-118,Z-5,ENTRY
2026-07-02T17:27:23.855595,W-149,Z-7,ENTRY
2026-07-02T17:27:23.855595,W-93,Z-10,ENTRY
2026-07-02T17:52:23.855595,W-86,Z-3,ENTRY
2026-07-02T17:52:23.855595,W-122,Z-1,ENTRY
2026-07-02T17:52:23.855595,W-181,Z-3,ENTRY
2026-07-02T17:52:23.855595,W-90,Z-10,ENTRY
2026-07-02T17:52:23.855595,W-159,Z-7,ENTRY
2026-07-02T18:17:23.855595,W-206,Z-5,ENTRY
2026-07-02T18:17:23.855595,W-56,Z-6,ENTRY
2026-07-02T18:17:23.855595,W-232,Z-9,ENTRY
2026-07-02T18:17:23.855595,W-211,Z-4,ENTRY
2026-07-02T18:17:23.855595,W-12,Z-5,ENTRY
2026-07-02T18:42:23.855595,W-161,Z-8,ENTRY
2026-07-02T18:42:23.855595,W-123,Z-6,ENTRY
2026-07-02T18:42:23.855595,W-32,Z-4,ENTRY
2026-07-02T18:42:23.855595,W-11,Z-7,ENTRY
2026-07-02T19:07:23.855595,W-230,Z-3,ENTRY
2026-07-02T19:07:23.855595,W-28,Z-7,ENTRY
2026-07-02T19:07:23.855595,W-141,Z-10,ENTRY
2026-07-02T19:07:23.855595,W-117,Z-5,ENTRY
2026-07-02T19:07:23.855595,W-87,Z-4,ENTRY
2026-07-02T19:07:23.855595,W-211,Z-8,ENTRY
2026-07-02T19:07:23.855595,W-29,Z-5,ENTRY
2026-07-02T19:32:23.855595,W-62,Z-3,ENTRY
2026-07-02T19:32:23.855595,W-63,Z-2,ENTRY
2026-07-02T19:32:23.855595,W-157,Z-3,ENTRY
2026-07-02T19:32:23.855595,W-114,Z-5,ENTRY
2026-07-02T19:32:23.855595,W-64,Z-2,ENTRY
2026-07-02T19:32:23.855595,W-46,Z-7,ENTRY
2026-07-02T19:32:23.855595,W-109,Z-7,ENTRY
2026-07-02T19:32:23.855595,W-90,Z-7,ENTRY
2026-07-02T19:32:23.855595,W-220,Z-1,ENTRY
2026-07-02T19:32:23.855595,W-45,Z-4,ENTRY
2026-07-02T19:32:23.855595,W-52,Z-7,ENTRY
2026-07-02T19:57:23.855595,W-232,Z-7,ENTRY
2026-07-02T19:57:23.855595,W-248,Z-6,ENTRY
2026-07-02T19:57:23.855595,W-87,Z-9,ENTRY
2026-07-02T19:57:23.855595,W-6,Z-7,ENTRY
2026-07-02T19:57:23.855595,W-196,Z-3,ENTRY
2026-07-02T20:22:23.855595,W-85,Z-6,ENTRY
2026-07-02T20:22:23.855595,W-117,Z-3,ENTRY
2026-07-02T20:22:23.855595,W-229,Z-1,ENTRY
2026-07-02T20:22:23.855595,W-173,Z-4,ENTRY
2026-07-02T20:22:23.855595,W-104,Z-8,ENTRY
2026-07-02T20:22:23.855595,W-192,Z-1,ENTRY
2026-07-02T20:22:23.855595,W-37,Z-8,ENTRY
2026-07-02T20:22:23.855595,W-186,Z-6,ENTRY
2026-07-02T20:22:23.855595,W-29,Z-1,ENTRY
2026-07-02T20:47:23.855595,W-141,Z-8,ENTRY
2026-07-02T20:47:23.855595,W-149,Z-1,ENTRY
2026-07-02T21:12:23.855595,W-119,Z-2,ENTRY
2026-07-02T21:12:23.855595,W-198,Z-2,ENTRY
2026-07-02T21:12:23.855595,W-249,Z-3,ENTRY
2026-07-02T21:12:23.855595,W-22,Z-9,ENTRY
2026-07-02T21:12:23.855595,W-24,Z-7,ENTRY
2026-07-02T21:12:23.855595,W-117,Z-10,ENTRY
2026-07-02T21:12:23.855595,W-52,Z-3,ENTRY
2026-07-02T21:12:23.855595,W-249,Z-4,ENTRY
2026-07-02T21:12:23.855595,W-94,Z-4,ENTRY
2026-07-02T21:12:23.855595,W-148,Z-4,ENTRY
2026-07-02T21:37:23.855595,W-5,Z-6,ENTRY
2026-07-02T21:37:23.855595,W-70,Z-9,ENTRY
2026-07-02T21:37:23.855595,W-73,Z-10,ENTRY
2026-07-02T21:37:23.855595,W-180,Z-6,ENTRY
2026-07-02T21:37:23.855595,W-248,Z-2,ENTRY
2026-07-02T21:37:23.855595,W-223,Z-7,ENTRY
2026-07-02T21:37:23.855595,W-85,Z-8,ENTRY
2026-07-02T21:37:23.855595,W-210,Z-1,ENTRY
2026-07-02T22:02:23.855595,W-149,Z-5,ENTRY
2026-07-02T22:02:23.855595,W-221,Z-2,ENTRY
2026-07-02T22:02:23.855595,W-181,Z-9,ENTRY
2026-07-02T22:02:23.855595,W-59,Z-1,ENTRY
2026-07-02T22:02:23.855595,W-175,Z-5,ENTRY
2026-07-02T22:02:23.855595,W-106,Z-9,ENTRY
2026-07-02T22:02:23.855595,W-201,Z-6,ENTRY
2026-07-02T22:02:23.855595,W-161,Z-6,ENTRY
2026-07-02T22:02:23.855595,W-190,Z-2,ENTRY
2026-07-02T22:27:23.855595,W-37,Z-1,ENTRY
2026-07-02T22:27:23.855595,W-78,Z-2,ENTRY
2026-07-02T22:27:23.855595,W-220,Z-2,ENTRY
2026-07-02T22:27:23.855595,W-83,Z-5,ENTRY
2026-07-02T22:27:23.855595,W-140,Z-9,ENTRY
2026-07-02T22:52:23.855595,W-200,Z-6,ENTRY
2026-07-02T22:52:23.855595,W-26,Z-1,ENTRY
2026-07-02T22:52:23.855595,W-156,Z-4,ENTRY
2026-07-02T22:52:23.855595,W-49,Z-5,ENTRY
2026-07-02T22:52:23.855595,W-101,Z-6,ENTRY
2026-07-02T23:17:23.855595,W-58,Z-7,ENTRY
2026-07-02T23:17:23.855595,W-52,Z-4,ENTRY
2026-07-02T23:17:23.855595,W-2,Z-6,ENTRY
2026-07-02T23:17:23.855595,W-124,Z-6,ENTRY
2026-07-02T23:17:23.855595,W-180,Z-5,ENTRY
2026-07-02T23:17:23.855595,W-50,Z-8,ENTRY
2026-07-02T23:17:23.855595,W-180,Z-1,ENTRY
2026-07-02T23:17:23.855595,W-1,Z-10,ENTRY
2026-07-02T23:42:23.855595,W-31,Z-7,ENTRY
2026-07-02T23:42:23.855595,W-198,Z-5,ENTRY
2026-07-02T23:42:23.855595,W-60,Z-8,ENTRY
2026-07-02T23:42:23.855595,W-238,Z-8,ENTRY
2026-07-02T23:42:23.855595,W-9,Z-3,ENTRY
2026-07-02T23:42:23.855595,W-25,Z-8,ENTRY
2026-07-02T23:42:23.855595,W-3,Z-5,ENTRY
2026-07-02T23:42:23.855595,W-113,Z-1,ENTRY
2026-07-02T23:42:23.855595,W-29,Z-3,ENTRY
2026-07-03T00:07:23.855595,W-181,Z-10,ENTRY
2026-07-03T00:07:23.855595,W-44,Z-9,ENTRY
2026-07-03T00:07:23.855595,W-231,Z-4,ENTRY
2026-07-03T00:07:23.855595,W-221,Z-4,ENTRY
2026-07-03T00:07:23.855595,W-236,Z-10,ENTRY
2026-07-03T00:07:23.855595,W-191,Z-8,ENTRY
2026-07-03T00:07:23.855595,W-24,Z-8,ENTRY
2026-07-03T00:07:23.855595,W-165,Z-9,ENTRY
2026-07-03T00:07:23.855595,W-96,Z-7,ENTRY
2026-07-03T00:07:23.855595,W-136,Z-2,ENTRY
2026-07-03T00:32:23.855595,W-97,Z-10,ENTRY
2026-07-03T00:32:23.855595,W-114,Z-6,ENTRY
2026-07-03T00:32:23.855595,W-155,Z-2,ENTRY
2026-07-03T00:32:23.855595,W-127,Z-4,ENTRY
2026-07-03T00:32:23.855595,W-248,Z-10,ENTRY
2026-07-03T00:32:23.855595,W-62,Z-1,ENTRY
2026-07-03T00:32:23.855595,W-196,Z-2,ENTRY
2026-07-03T00:32:23.855595,W-185,Z-6,ENTRY
2026-07-03T00:32:23.855595,W-229,Z-10,ENTRY
2026-07-03T00:32:23.855595,W-22,Z-7,ENTRY
2026-07-03T00:57:23.855595,W-125,Z-10,ENTRY
2026-07-03T00:57:23.855595,W-55,Z-7,ENTRY
2026-07-03T00:57:23.855595,W-74,Z-8,ENTRY
2026-07-03T00:57:23.855595,W-155,Z-5,ENTRY
2026-07-03T00:57:23.855595,W-186,Z-5,ENTRY
2026-07-03T00:57:23.855595,W-12,Z-7,ENTRY
2026-07-03T01:22:23.855595,W-181,Z-5,ENTRY
2026-07-03T01:22:23.855595,W-238,Z-6,ENTRY
2026-07-03T01:22:23.855595,W-212,Z-3,ENTRY
2026-07-03T01:22:23.855595,W-190,Z-6,ENTRY
2026-07-03T01:22:23.855595,W-147,Z-4,ENTRY
2026-07-03T01:22:23.855595,W-239,Z-6,ENTRY
2026-07-03T01:22:23.855595,W-120,Z-1,ENTRY
2026-07-03T01:22:23.855595,W-170,Z-8,ENTRY
2026-07-03T01:22:23.855595,W-219,Z-7,ENTRY
2026-07-03T01:22:23.855595,W-222,Z-6,ENTRY
2026-07-03T01:47:23.855595,W-148,Z-5,ENTRY
2026-07-03T01:47:23.855595,W-101,Z-3,ENTRY
2026-07-03T01:47:23.855595,W-223,Z-1,ENTRY
2026-07-03T01:47:23.855595,W-121,Z-9,ENTRY
2026-07-03T01:47:23.855595,W-226,Z-6,ENTRY
2026-07-03T02:12:23.855595,W-38,Z-3,ENTRY
2026-07-03T02:12:23.855595,W-116,Z-2,ENTRY
2026-07-03T02:12:23.855595,W-149,Z-3,ENTRY
2026-07-03T02:12:23.855595,W-106,Z-1,ENTRY
2026-07-03T02:12:23.855595,W-195,Z-3,ENTRY
2026-07-03T02:12:23.855595,W-239,Z-7,ENTRY
2026-07-03T02:12:23.855595,W-202,Z-2,ENTRY
2026-07-03T02:12:23.855595,W-32,Z-9,ENTRY
2026-07-03T02:12:23.855595,W-112,Z-9,ENTRY
2026-07-03T02:12:23.855595,W-221,Z-1,ENTRY
2026-07-03T02:12:23.855595,W-190,Z-2,ENTRY
2026-07-03T02:37:23.855595,W-112,Z-1,ENTRY
2026-07-03T02:37:23.855595,W-151,Z-2,ENTRY
2026-07-03T02:37:23.855595,W-151,Z-5,ENTRY
2026-07-03T02:37:23.855595,W-217,Z-10,ENTRY
2026-07-03T03:02:23.855595,W-209,Z-9,ENTRY
2026-07-03T03:02:23.855595,W-18,Z-8,ENTRY
2026-07-03T03:02:23.855595,W-224,Z-4,ENTRY
2026-07-03T03:02:23.855595,W-35,Z-8,ENTRY
2026-07-03T03:27:23.855595,W-171,Z-3,ENTRY
2026-07-03T03:27:23.855595,W-136,Z-1,ENTRY
2026-07-03T03:27:23.855595,W-89,Z-9,ENTRY
2026-07-03T03:27:23.855595,W-119,Z-8,ENTRY
2026-07-03T03:27:23.855595,W-218,Z-8,ENTRY
2026-07-03T03:27:23.855595,W-201,Z-1,ENTRY
2026-07-03T03:27:23.855595,W-22,Z-5,ENTRY
2026-07-03T03:27:23.855595,W-119,Z-3,ENTRY
2026-07-03T03:27:23.855595,W-179,Z-7,ENTRY
2026-07-03T03:52:23.855595,W-226,Z-2,ENTRY
2026-07-03T03:52:23.855595,W-27,Z-10,ENTRY
2026-07-03T03:52:23.855595,W-86,Z-7,ENTRY
2026-07-03T03:52:23.855595,W-166,Z-10,ENTRY
2026-07-03T03:52:23.855595,W-233,Z-7,ENTRY
2026-07-03T03:52:23.855595,W-79,Z-7,ENTRY
2026-07-03T03:52:23.855595,W-8,Z-8,ENTRY
2026-07-03T04:17:23.855595,W-52,Z-6,ENTRY
2026-07-03T04:17:23.855595,W-247,Z-10,ENTRY
2026-07-03T04:17:23.855595,W-93,Z-7,ENTRY
2026-07-03T04:17:23.855595,W-179,Z-10,ENTRY
2026-07-03T04:17:23.855595,W-176,Z-2,ENTRY
2026-07-03T04:17:23.855595,W-152,Z-3,ENTRY
2026-07-03T04:17:23.855595,W-39,Z-1,ENTRY
2026-07-03T04:17:23.855595,W-91,Z-2,ENTRY
2026-07-03T04:17:23.855595,W-95,Z-7,ENTRY
2026-07-03T04:17:23.855595,W-62,Z-10,ENTRY
2026-07-03T04:42:23.855595,W-188,Z-9,ENTRY
2026-07-03T04:42:23.855595,W-201,Z-10,ENTRY
2026-07-03T04:42:23.855595,W-45,Z-6,ENTRY
2026-07-03T04:42:23.855595,W-12,Z-1,ENTRY
2026-07-03T04:42:23.855595,W-127,Z-6,ENTRY
2026-07-03T04:42:23.855595,W-120,Z-5,ENTRY
2026-07-03T04:42:23.855595,W-226,Z-9,ENTRY
2026-07-03T04:42:23.855595,W-107,Z-8,ENTRY
2026-07-03T05:07:23.855595,W-93,Z-9,ENTRY
2026-07-03T05:07:23.855595,W-31,Z-9,ENTRY
2026-07-03T05:07:23.855595,W-34,Z-2,ENTRY
2026-07-03T05:07:23.855595,W-126,Z-8,ENTRY
2026-07-03T05:07:23.855595,W-68,Z-9,ENTRY
2026-07-03T05:07:23.855595,W-116,Z-5,ENTRY
2026-07-03T05:07:23.855595,W-128,Z-8,ENTRY
2026-07-03T05:32:23.855595,W-222,Z-10,ENTRY
2026-07-03T05:32:23.855595,W-238,Z-10,ENTRY
2026-07-03T05:32:23.855595,W-171,Z-6,ENTRY
2026-07-03T05:32:23.855595,W-168,Z-9,ENTRY
2026-07-03T05:32:23.855595,W-79,Z-4,ENTRY
2026-07-03T05:32:23.855595,W-138,Z-4,ENTRY
2026-07-03T05:32:23.855595,W-155,Z-10,ENTRY
2026-07-03T05:32:23.855595,W-152,Z-8,ENTRY
2026-07-03T05:32:23.855595,W-193,Z-2,ENTRY
2026-07-03T05:57:23.855595,W-90,Z-3,ENTRY
2026-07-03T05:57:23.855595,W-198,Z-1,ENTRY
2026-07-03T05:57:23.855595,W-216,Z-2,ENTRY
2026-07-03T05:57:23.855595,W-157,Z-4,ENTRY
2026-07-03T05:57:23.855595,W-16,Z-7,ENTRY
2026-07-03T05:57:23.855595,W-229,Z-5,ENTRY
2026-07-03T05:57:23.855595,W-110,Z-10,ENTRY
2026-07-03T06:22:23.855595,W-39,Z-7,ENTRY
2026-07-03T06:22:23.855595,W-208,Z-8,ENTRY
2026-07-03T06:22:23.855595,W-29,Z-10,ENTRY
2026-07-03T06:22:23.855595,W-23,Z-10,ENTRY
2026-07-03T06:22:23.855595,W-108,Z-10,ENTRY
2026-07-03T06:22:23.855595,W-148,Z-4,ENTRY
2026-07-03T06:47:23.855595,W-95,Z-4,ENTRY
2026-07-03T06:47:23.855595,W-174,Z-1,ENTRY
2026-07-03T06:47:23.855595,W-55,Z-2,ENTRY
2026-07-03T06:47:23.855595,W-63,Z-9,ENTRY
2026-07-03T06:47:23.855595,W-123,Z-9,ENTRY
2026-07-03T06:47:23.855595,W-56,Z-1,ENTRY
2026-07-03T06:47:23.855595,W-83,Z-7,ENTRY
2026-07-03T06:47:23.855595,W-136,Z-3,ENTRY
2026-07-03T07:12:23.855595,W-96,Z-4,ENTRY
2026-07-03T07:12:23.855595,W-61,Z-6,ENTRY
2026-07-03T07:12:23.855595,W-216,Z-6,ENTRY
2026-07-03T07:12:23.855595,W-177,Z-3,ENTRY
2026-07-03T07:12:23.855595,W-14,Z-3,ENTRY
2026-07-03T07:12:23.855595,W-154,Z-5,ENTRY
2026-07-03T07:12:23.855595,W-199,Z-9,ENTRY
2026-07-03T07:12:23.855595,W-245,Z-8,ENTRY
2026-07-03T07:12:23.855595,W-130,Z-2,ENTRY
2026-07-03T07:12:23.855595,W-30,Z-3,ENTRY
2026-07-03T07:37:23.855595,W-104,Z-10,ENTRY
2026-07-03T07:37:23.855595,W-219,Z-10,ENTRY
2026-07-03T07:37:23.855595,W-51,Z-5,ENTRY
2026-07-03T07:37:23.855595,W-191,Z-6,ENTRY
2026-07-03T07:37:23.855595,W-32,Z-8,ENTRY
2026-07-03T07:37:23.855595,W-60,Z-10,ENTRY
2026-07-03T07:37:23.855595,W-250,Z-3,ENTRY
2026-07-03T08:02:23.855595,W-36,Z-10,ENTRY
2026-07-03T08:02:23.855595,W-57,Z-2,ENTRY
2026-07-03T08:02:23.855595,W-113,Z-8,ENTRY
2026-07-03T08:02:23.855595,W-131,Z-7,ENTRY
2026-07-03T08:02:23.855595,W-86,Z-1,ENTRY
2026-07-03T08:02:23.855595,W-204,Z-4,ENTRY
2026-07-03T08:02:23.855595,W-146,Z-5,ENTRY
2026-07-03T08:27:23.855595,W-96,Z-1,ENTRY
2026-07-03T08:27:23.855595,W-81,Z-6,ENTRY
2026-07-03T08:27:23.855595,W-248,Z-8,ENTRY
2026-07-03T08:27:23.855595,W-178,Z-8,ENTRY
2026-07-03T08:27:23.855595,W-186,Z-8,ENTRY
2026-07-03T08:27:23.855595,W-200,Z-10,ENTRY
2026-07-03T08:27:23.855595,W-21,Z-8,ENTRY
2026-07-03T08:27:23.855595,W-77,Z-4,ENTRY
2026-07-03T08:27:23.855595,W-19,Z-3,ENTRY
2026-07-03T08:27:23.855595,W-172,Z-5,ENTRY
2026-07-03T08:27:23.855595,W-55,Z-5,ENTRY
2026-07-03T08:27:23.855595,W-165,Z-6,ENTRY
2026-07-03T08:52:23.855595,W-90,Z-4,ENTRY
2026-07-03T08:52:23.855595,W-129,Z-2,ENTRY
2026-07-03T08:52:23.855595,W-18,Z-6,ENTRY
2026-07-03T08:52:23.855595,W-9,Z-10,ENTRY
2026-07-03T08:52:23.855595,W-37,Z-8,ENTRY
2026-07-03T08:52:23.855595,W-41,Z-1,ENTRY
2026-07-03T08:52:23.855595,W-159,Z-5,ENTRY
2026-07-03T09:17:23.855595,W-188,Z-4,ENTRY
2026-07-03T09:17:23.855595,W-98,Z-10,ENTRY
2026-07-03T09:17:23.855595,W-180,Z-6,ENTRY
2026-07-03T09:17:23.855595,W-116,Z-6,ENTRY
2026-07-03T09:17:23.855595,W-107,Z-3,ENTRY
2026-07-03T09:42:23.855595,W-51,Z-4,ENTRY
2026-07-03T09:42:23.855595,W-148,Z-2,ENTRY
2026-07-03T09:42:23.855595,W-105,Z-9,ENTRY
2026-07-03T09:42:23.855595,W-97,Z-8,ENTRY
2026-07-03T09:42:23.855595,W-250,Z-1,ENTRY
2026-07-03T09:42:23.855595,W-207,Z-9,ENTRY
2026-07-03T09:42:23.855595,W-138,Z-6,ENTRY
2026-07-03T09:42:23.855595,W-84,Z-1,ENTRY
2026-07-03T09:42:23.855595,W-103,Z-10,ENTRY
2026-07-03T10:07:23.855595,W-59,Z-10,ENTRY
2026-07-03T10:07:23.855595,W-165,Z-5,ENTRY
2026-07-03T10:07:23.855595,W-69,Z-2,ENTRY
2026-07-03T10:07:23.855595,W-16,Z-2,ENTRY
2026-07-03T10:07:23.855595,W-5,Z-5,ENTRY
2026-07-03T10:07:23.855595,W-38,Z-8,ENTRY
2026-07-03T10:07:23.855595,W-122,Z-5,ENTRY
2026-07-03T10:07:23.855595,W-160,Z-4,ENTRY
2026-07-03T10:32:23.855595,W-72,Z-10,ENTRY
2026-07-03T10:32:23.855595,W-39,Z-2,ENTRY
2026-07-03T10:32:23.855595,W-236,Z-1,ENTRY
2026-07-03T10:32:23.855595,W-28,Z-9,ENTRY
2026-07-03T10:32:23.855595,W-205,Z-2,ENTRY
2026-07-03T10:32:23.855595,W-130,Z-9,ENTRY
2026-07-03T10:32:23.855595,W-225,Z-10,ENTRY
2026-07-03T10:32:23.855595,W-107,Z-10,ENTRY
2026-07-03T10:32:23.855595,W-229,Z-10,ENTRY
2026-07-03T10:32:23.855595,W-165,Z-2,ENTRY
2026-07-03T10:57:23.855595,W-246,Z-3,ENTRY
2026-07-03T10:57:23.855595,W-196,Z-10,ENTRY
2026-07-03T10:57:23.855595,W-63,Z-6,ENTRY
2026-07-03T10:57:23.855595,W-115,Z-6,ENTRY
2026-07-03T10:57:23.855595,W-54,Z-9,ENTRY
2026-07-03T10:57:23.855595,W-79,Z-9,ENTRY
2026-07-03T10:57:23.855595,W-228,Z-2,ENTRY
2026-07-03T10:57:23.855595,W-26,Z-2,ENTRY
2026-07-03T11:22:23.855595,W-184,Z-8,ENTRY
